               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 158,            0.027072,            0.019088,           0.0023355,             0.70459,             0.55349,             0.62238,             0.36929,            0.036408,            0.027075,           0.0091118,           0.0022285,           0.0022285,           0.0022285
                 159,            0.027038,            0.018791,           0.0023108,             0.70556,             0.55397,              0.6225,             0.36941,            0.036402,            0.027088,           0.0091021,            0.002179,            0.002179,            0.002179
                 160,            0.027199,            0.018892,           0.0024424,             0.70533,             0.55429,             0.62236,             0.36934,            0.036389,            0.027102,           0.0091145,           0.0021295,           0.0021295,           0.0021295
                 161,            0.026999,            0.018703,           0.0023509,             0.70419,             0.55501,              0.6229,             0.36959,            0.036361,            0.027101,           0.0091075,             0.00208,             0.00208,             0.00208
                 162,            0.027001,            0.018786,           0.0023399,             0.70543,             0.55529,             0.62254,             0.36968,            0.036349,            0.027113,           0.0091126,           0.0020305,           0.0020305,           0.0020305
                 163,            0.026944,            0.018835,           0.0023217,             0.70692,             0.55412,             0.62257,             0.36974,            0.036326,            0.027125,           0.0091192,            0.001981,            0.001981,            0.001981
                 164,            0.026845,            0.018597,           0.0022985,             0.70311,             0.55745,             0.62265,             0.36983,            0.036307,            0.027129,           0.0091279,           0.0019315,           0.0019315,           0.0019315
                 165,            0.026751,            0.018576,            0.002308,             0.70157,             0.55734,             0.62241,             0.37014,            0.036296,            0.027143,           0.0091277,            0.001882,            0.001882,            0.001882
                 166,            0.026784,             0.01864,           0.0022915,                 0.7,             0.55902,              0.6232,             0.37053,            0.036277,            0.027148,           0.0091215,           0.0018325,           0.0018325,           0.0018325
                 167,            0.026551,            0.018649,           0.0021822,             0.69833,             0.55897,             0.62322,             0.37081,            0.036267,            0.027148,           0.0091156,            0.001783,            0.001783,            0.001783
                 168,            0.026616,            0.018505,           0.0022983,              0.7011,             0.55777,              0.6231,             0.37073,            0.036266,            0.027153,           0.0091194,           0.0017335,           0.0017335,           0.0017335
                 169,            0.026483,            0.018418,           0.0022329,             0.70143,             0.55789,             0.62314,             0.37084,            0.036256,            0.027159,           0.0091252,            0.001684,            0.001684,            0.001684
                 170,             0.02643,            0.018461,           0.0021354,             0.70269,             0.55755,             0.62305,             0.37076,            0.036259,            0.027185,           0.0091254,           0.0016345,           0.0016345,           0.0016345
                 171,            0.026391,            0.018375,           0.0021465,             0.70082,             0.55821,             0.62295,              0.3708,            0.036255,            0.027192,           0.0091303,            0.001585,            0.001585,            0.001585
                 172,            0.026419,            0.018572,           0.0022749,             0.69966,              0.5592,             0.62249,             0.37073,            0.036259,            0.027196,           0.0091316,           0.0015355,           0.0015355,           0.0015355
                 173,            0.026135,            0.018339,           0.0021988,              0.6983,             0.55921,             0.62289,             0.37131,            0.036259,            0.027217,           0.0091428,            0.001486,            0.001486,            0.001486
                 174,            0.026175,            0.018502,           0.0020882,             0.70394,             0.55678,             0.62251,             0.37125,             0.03625,            0.027221,            0.009148,           0.0014365,           0.0014365,           0.0014365
                 175,            0.026204,            0.018237,           0.0021576,             0.70018,             0.55852,             0.62245,             0.37102,            0.036244,            0.027244,            0.009157,            0.001387,            0.001387,            0.001387
                 176,            0.026054,            0.018352,           0.0020227,              0.6999,             0.55798,              0.6224,             0.37073,            0.036247,            0.027277,           0.0091634,           0.0013375,           0.0013375,           0.0013375
                 177,            0.026117,             0.01829,           0.0021288,             0.70023,             0.55755,             0.62253,             0.37088,            0.036255,             0.02732,           0.0091665,            0.001288,            0.001288,            0.001288
                 178,            0.026015,            0.018148,           0.0020849,             0.70021,             0.55713,             0.62208,             0.37091,            0.036256,            0.027349,           0.0091669,           0.0012385,           0.0012385,           0.0012385
                 179,            0.025927,            0.018074,           0.0021105,             0.69999,              0.5571,             0.62207,             0.37106,            0.036251,             0.02737,           0.0091741,            0.001189,            0.001189,            0.001189
                 180,             0.02602,            0.018215,           0.0020687,             0.69943,             0.55782,             0.62249,             0.37125,            0.036251,            0.027393,           0.0091821,           0.0011395,           0.0011395,           0.0011395
                 181,            0.025936,            0.017953,           0.0020764,             0.69721,             0.55911,             0.62246,             0.37138,            0.036249,            0.027407,           0.0091839,             0.00109,             0.00109,             0.00109
                 182,            0.025703,            0.017969,           0.0020466,              0.6991,             0.55892,             0.62281,             0.37142,            0.036254,            0.027421,            0.009183,           0.0010405,           0.0010405,           0.0010405
                 183,             0.02581,            0.018164,           0.0020207,             0.69989,             0.55802,             0.62263,             0.37124,            0.036257,            0.027439,           0.0091956,            0.000991,            0.000991,            0.000991
                 184,            0.025556,               0.018,            0.001972,             0.70024,             0.55671,             0.62183,             0.37097,            0.036269,            0.027465,           0.0092069,           0.0009415,           0.0009415,           0.0009415
                 185,            0.025558,            0.017804,           0.0020683,             0.69955,             0.55738,             0.62195,              0.3709,            0.036264,            0.027471,           0.0092067,            0.000892,            0.000892,            0.000892
                 186,             0.02564,            0.017876,           0.0019656,             0.69867,              0.5585,             0.62173,             0.37094,            0.036263,            0.027483,           0.0092075,           0.0008425,           0.0008425,           0.0008425
                 187,              0.0255,            0.018082,           0.0019721,             0.69893,              0.5567,             0.62164,             0.37114,            0.036265,              0.0275,           0.0092191,            0.000793,            0.000793,            0.000793
                 188,            0.025597,            0.018216,           0.0020337,             0.69822,             0.55807,             0.62172,             0.37114,            0.036261,            0.027516,           0.0092175,           0.0007435,           0.0007435,           0.0007435
                 189,            0.025161,            0.017794,           0.0018527,             0.69778,              0.5577,             0.62128,             0.37103,            0.036268,            0.027545,           0.0092148,            0.000694,            0.000694,            0.000694
                 190,             0.02545,            0.017867,           0.0019724,             0.69683,             0.55806,             0.62119,             0.37113,            0.036275,            0.027558,           0.0092156,           0.0006445,           0.0006445,           0.0006445
                 191,            0.025217,             0.01785,           0.0019297,             0.69599,             0.55817,             0.62085,             0.37082,            0.036279,             0.02758,           0.0092248,            0.000595,            0.000595,            0.000595
                 192,            0.025106,            0.017897,           0.0018675,             0.69622,             0.55742,             0.62062,             0.37084,            0.036287,            0.027611,           0.0092306,           0.0005455,           0.0005455,           0.0005455
                 193,            0.024944,            0.017601,           0.0019251,             0.69366,             0.55823,             0.62044,             0.37042,              0.0363,            0.027641,            0.009236,            0.000496,            0.000496,            0.000496
                 194,             0.02504,            0.017619,            0.001946,             0.69284,             0.55847,             0.62039,             0.37025,            0.036307,            0.027679,           0.0092427,           0.0004465,           0.0004465,           0.0004465
                 195,            0.024834,            0.017355,           0.0019243,             0.69084,             0.55919,             0.61998,             0.37006,            0.036316,            0.027715,           0.0092481,            0.000397,            0.000397,            0.000397
                 196,            0.024952,            0.017528,           0.0018865,             0.69137,             0.56005,             0.61984,             0.36955,            0.036324,            0.027727,           0.0092512,           0.0003475,           0.0003475,           0.0003475
                 197,            0.024772,            0.017471,           0.0018729,             0.69249,             0.55815,             0.61972,             0.36954,            0.036331,            0.027746,           0.0092516,            0.000298,            0.000298,            0.000298
                 198,            0.024694,            0.017456,           0.0018277,             0.69347,              0.5576,             0.61956,             0.36943,            0.036339,            0.027765,           0.0092577,           0.0002485,           0.0002485,           0.0002485
                 199,            0.024639,            0.017485,           0.0018292,             0.69334,             0.55631,             0.61936,             0.36961,            0.036341,            0.027774,           0.0092549,            0.000199,            0.000199,            0.000199
