               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  17,            0.038185,            0.022853,           0.0052043,             0.61078,             0.43702,             0.49271,              0.2596,            0.045187,            0.032754,           0.0095757,            0.008944,            0.008944,            0.008944
                  18,            0.038043,             0.02261,           0.0050885,             0.61216,             0.47807,             0.52399,             0.28133,            0.043197,            0.031607,           0.0091067,            0.008878,            0.008878,            0.008878
                  19,            0.037777,            0.022553,           0.0050541,             0.62993,             0.46745,             0.52008,             0.27872,            0.044317,            0.032115,           0.0086394,            0.008812,            0.008812,            0.008812
                  20,             0.03747,            0.022404,           0.0049026,             0.63356,              0.4533,             0.51022,             0.27731,             0.04302,            0.031785,           0.0088593,            0.008746,            0.008746,            0.008746
                  21,            0.037217,            0.022236,           0.0049256,             0.62072,             0.47678,             0.52513,             0.28664,            0.042891,            0.031521,           0.0083605,             0.00868,             0.00868,             0.00868
                  22,            0.036893,            0.021964,            0.004799,             0.64623,             0.46852,             0.52481,             0.28437,            0.042746,            0.030701,           0.0091118,            0.008614,            0.008614,            0.008614
                  23,            0.036595,            0.021967,           0.0047123,             0.59543,             0.46175,             0.50914,             0.27744,            0.043508,            0.031751,           0.0093591,            0.008548,            0.008548,            0.008548
                  24,            0.036697,            0.022175,           0.0046598,             0.61588,             0.48729,             0.53564,             0.29249,            0.041621,            0.030292,           0.0087471,            0.008482,            0.008482,            0.008482
                  25,            0.036345,            0.021824,           0.0046104,             0.62618,             0.47601,             0.52203,             0.28694,            0.043283,            0.032564,           0.0093444,            0.008416,            0.008416,            0.008416
                  26,            0.036081,            0.022083,           0.0045967,             0.61885,             0.48389,             0.53389,             0.29304,            0.043402,            0.031159,            0.009152,             0.00835,             0.00835,             0.00835
                  27,            0.035999,            0.021772,           0.0045407,              0.6271,             0.49551,             0.53686,             0.29751,            0.042209,            0.031388,           0.0086635,            0.008284,            0.008284,            0.008284
                  28,            0.035931,            0.021748,           0.0045487,             0.62131,             0.48582,             0.53374,             0.29456,            0.041929,            0.031006,           0.0083311,            0.008218,            0.008218,            0.008218
                  29,            0.035774,            0.021662,           0.0044621,             0.58965,             0.49202,             0.53151,             0.29855,             0.04175,            0.031424,           0.0086372,            0.008152,            0.008152,            0.008152
                  30,            0.035441,            0.021388,           0.0043136,              0.6156,             0.49313,             0.54354,             0.30419,            0.041227,            0.030407,           0.0085932,            0.008086,            0.008086,            0.008086
                  31,            0.035555,            0.021683,           0.0042783,             0.62524,             0.47039,              0.5331,             0.29737,            0.042631,            0.031145,           0.0087251,             0.00802,             0.00802,             0.00802
                  32,            0.035267,             0.02159,           0.0043569,             0.60076,             0.49433,             0.53286,              0.2976,            0.042605,            0.030503,           0.0088043,            0.007954,            0.007954,            0.007954
                  33,            0.035215,            0.021591,           0.0042454,             0.59736,             0.49645,             0.53101,              0.2964,            0.042538,            0.030706,           0.0089216,            0.007888,            0.007888,            0.007888
                  34,            0.035131,             0.02142,           0.0041926,             0.60736,             0.49582,             0.53433,             0.30005,            0.042322,            0.030687,           0.0089854,            0.007822,            0.007822,            0.007822
                  35,            0.034875,            0.021576,           0.0042459,             0.62442,             0.50932,             0.55482,             0.31015,            0.041374,            0.029196,            0.008618,            0.007756,            0.007756,            0.007756
                  36,            0.034585,            0.021413,           0.0042542,             0.63282,             0.51046,               0.561,             0.31566,            0.040957,            0.029062,           0.0084605,             0.00769,             0.00769,             0.00769
                  37,            0.034617,            0.021338,           0.0040349,             0.65626,             0.50193,             0.56525,             0.31789,            0.040416,            0.029076,           0.0083079,            0.007624,            0.007624,            0.007624
                  38,             0.03448,            0.020989,           0.0041741,             0.66149,             0.50685,             0.56774,             0.32056,            0.039836,            0.029149,           0.0080211,            0.007558,            0.007558,            0.007558
                  39,            0.034526,            0.021162,           0.0041293,             0.64988,             0.49835,             0.56091,             0.31685,            0.039737,            0.029112,           0.0082254,            0.007492,            0.007492,            0.007492
                  40,            0.034247,            0.021032,           0.0040525,             0.60781,              0.5152,             0.55456,             0.31425,             0.03994,            0.029775,           0.0082651,            0.007426,            0.007426,            0.007426
                  41,            0.034149,            0.021058,            0.004002,             0.62746,              0.4987,             0.55148,             0.31394,            0.040668,             0.02993,           0.0085061,             0.00736,             0.00736,             0.00736
                  42,            0.034342,            0.021049,           0.0039812,             0.63552,             0.49991,             0.55543,             0.31771,            0.040204,            0.029688,           0.0085198,            0.007294,            0.007294,            0.007294
                  43,            0.034087,            0.020977,           0.0039542,             0.63611,             0.51175,             0.56044,             0.32098,            0.040067,             0.02954,             0.00839,            0.007228,            0.007228,            0.007228
                  44,            0.033782,            0.020817,           0.0039398,             0.66555,             0.48828,             0.55911,             0.31991,            0.040172,            0.029646,            0.008466,            0.007162,            0.007162,            0.007162
                  45,            0.033666,            0.020831,           0.0038488,             0.66312,             0.49476,             0.56348,             0.32148,             0.04011,            0.029443,           0.0085321,            0.007096,            0.007096,            0.007096
                  46,            0.033659,            0.020862,           0.0038641,             0.68196,              0.4849,             0.56435,             0.32128,            0.040151,            0.029201,           0.0083724,             0.00703,             0.00703,             0.00703
                  47,            0.033748,            0.020763,           0.0038782,             0.68083,             0.48475,             0.56389,             0.32272,            0.040116,             0.02947,           0.0082494,            0.006964,            0.006964,            0.006964
                  48,            0.033746,            0.020666,            0.003862,             0.67685,             0.49243,             0.56616,             0.32455,            0.039827,            0.029223,           0.0081149,            0.006898,            0.006898,            0.006898
                  49,            0.033536,            0.020592,           0.0037129,             0.66286,              0.4947,             0.56566,             0.32444,            0.039845,            0.029263,           0.0081008,            0.006832,            0.006832,            0.006832
                  50,            0.033411,            0.020743,           0.0037176,             0.66671,             0.49874,             0.56751,             0.32575,            0.039741,            0.029354,           0.0080251,            0.006766,            0.006766,            0.006766
                  51,            0.033384,            0.020882,           0.0036802,             0.67533,             0.49488,             0.56826,             0.32507,            0.039894,            0.029472,           0.0080209,              0.0067,              0.0067,              0.0067
                  52,            0.033203,            0.020695,            0.003658,             0.67513,             0.49834,             0.57116,             0.32744,            0.039621,            0.029228,           0.0079621,            0.006634,            0.006634,            0.006634
                  53,            0.033192,            0.020536,           0.0037463,             0.67038,             0.50534,             0.57318,             0.32826,            0.039536,            0.029213,           0.0079195,            0.006568,            0.006568,            0.006568
                  54,            0.032981,            0.020469,           0.0037151,              0.6668,             0.50453,             0.57299,              0.3296,            0.039366,            0.029385,           0.0079317,            0.006502,            0.006502,            0.006502
                  55,            0.032891,            0.020608,           0.0036048,             0.66296,             0.50644,             0.57254,             0.32921,             0.03939,            0.029508,           0.0079476,            0.006436,            0.006436,            0.006436
                  56,             0.03288,            0.020485,           0.0036024,             0.65575,             0.51089,             0.57159,             0.32932,            0.039316,            0.029574,           0.0080088,             0.00637,             0.00637,             0.00637
                  57,            0.032704,            0.020273,           0.0036125,             0.65475,             0.50872,             0.57246,              0.3299,             0.03925,            0.029529,           0.0080216,            0.006304,            0.006304,            0.006304
                  58,            0.032789,            0.020326,           0.0035423,             0.65718,             0.50825,             0.57391,             0.33151,            0.039118,            0.029434,           0.0079886,            0.006238,            0.006238,            0.006238
                  59,            0.032719,            0.020592,           0.0035566,             0.66209,             0.50704,             0.57445,             0.33156,            0.039062,            0.029425,           0.0079969,            0.006172,            0.006172,            0.006172
                  60,            0.032486,            0.020468,           0.0036221,             0.66682,             0.50588,             0.57533,             0.33225,            0.038963,            0.029353,           0.0079842,            0.006106,            0.006106,            0.006106
                  61,            0.032508,            0.020218,           0.0036029,             0.67629,             0.50173,             0.57778,             0.33322,            0.038882,            0.029233,           0.0079247,             0.00604,             0.00604,             0.00604
                  62,            0.032376,            0.020397,           0.0034889,              0.6773,             0.50257,             0.57827,             0.33361,            0.038843,            0.029203,           0.0079054,            0.005974,            0.005974,            0.005974
                  63,             0.03258,            0.020397,           0.0034516,             0.67644,             0.50423,              0.5786,              0.3339,            0.038838,            0.029194,           0.0079166,            0.005908,            0.005908,            0.005908
                  64,            0.032313,            0.020084,           0.0035419,             0.67825,             0.50527,             0.58016,             0.33488,            0.038782,            0.029125,           0.0078953,            0.005842,            0.005842,            0.005842
                  65,            0.032411,            0.020278,           0.0034805,             0.67981,             0.51001,             0.58144,             0.33546,            0.038708,            0.029088,           0.0078861,            0.005776,            0.005776,            0.005776
                  66,            0.032256,            0.020298,           0.0035078,             0.67377,             0.51277,             0.58123,             0.33606,            0.038682,            0.029071,           0.0078704,             0.00571,             0.00571,             0.00571
                  67,            0.032116,            0.020209,           0.0033933,             0.67159,             0.51215,             0.58151,             0.33594,            0.038701,            0.029092,            0.007873,            0.005644,            0.005644,            0.005644
                  68,            0.031924,            0.020092,           0.0033669,             0.66556,             0.51582,             0.58148,             0.33595,            0.038668,            0.029113,           0.0078718,            0.005578,            0.005578,            0.005578
                  69,            0.031962,            0.019878,           0.0033148,             0.66374,             0.51696,             0.58147,             0.33619,            0.038633,            0.029127,           0.0078747,            0.005512,            0.005512,            0.005512
                  70,            0.031874,            0.020083,           0.0033706,             0.67011,             0.51323,             0.58161,             0.33601,             0.03862,            0.029146,           0.0078715,            0.005446,            0.005446,            0.005446
                  71,            0.031661,            0.020109,           0.0034223,             0.67533,             0.51371,             0.58259,             0.33674,             0.03862,            0.029181,           0.0078703,             0.00538,             0.00538,             0.00538
                  72,            0.031997,            0.020181,           0.0033623,             0.67182,             0.51488,             0.58369,             0.33739,            0.038607,            0.029176,           0.0078759,            0.005314,            0.005314,            0.005314
                  73,            0.031906,            0.020228,           0.0033268,             0.68483,             0.50999,             0.58425,             0.33778,            0.038598,            0.029114,           0.0078716,            0.005248,            0.005248,            0.005248
                  74,             0.03188,            0.019913,            0.003301,             0.68671,             0.51009,             0.58453,             0.33813,            0.038582,            0.029077,           0.0078738,            0.005182,            0.005182,            0.005182
                  75,             0.03135,             0.01979,           0.0033008,             0.68799,             0.50979,             0.58548,             0.33861,            0.038554,            0.029041,           0.0078679,            0.005116,            0.005116,            0.005116
                  76,            0.031574,            0.019848,           0.0031905,             0.68889,             0.51042,             0.58656,             0.33919,            0.038515,             0.02898,           0.0078581,             0.00505,             0.00505,             0.00505
                  77,            0.031294,            0.019851,           0.0032229,             0.69015,              0.5127,             0.58696,             0.33915,            0.038501,            0.028951,           0.0078604,            0.004984,            0.004984,            0.004984
                  78,            0.031364,            0.019816,           0.0031908,             0.69077,             0.51293,             0.58726,             0.33973,            0.038487,            0.028938,           0.0078599,            0.004918,            0.004918,            0.004918
                  79,            0.031417,            0.019995,           0.0032373,             0.69165,             0.51286,             0.58742,             0.34022,            0.038433,            0.028903,           0.0078448,            0.004852,            0.004852,            0.004852
                  80,             0.03124,            0.019756,            0.003068,             0.69166,             0.51367,             0.58783,             0.34059,            0.038385,            0.028877,           0.0078348,            0.004786,            0.004786,            0.004786
                  81,            0.031038,            0.019544,           0.0030829,             0.68828,             0.51406,             0.58773,             0.34114,            0.038352,            0.028869,           0.0078309,             0.00472,             0.00472,             0.00472
                  82,            0.031163,            0.019758,           0.0031592,             0.68783,             0.51629,              0.5881,             0.34112,            0.038323,            0.028843,           0.0078226,            0.004654,            0.004654,            0.004654
                  83,            0.030973,            0.019612,           0.0031721,             0.68797,               0.516,             0.58833,             0.34138,            0.038316,            0.028847,           0.0078191,            0.004588,            0.004588,            0.004588
                  84,            0.030918,            0.019637,           0.0031059,             0.68984,             0.51775,             0.58905,             0.34204,            0.038285,            0.028827,           0.0078106,            0.004522,            0.004522,            0.004522
                  85,            0.031021,            0.019587,            0.003007,             0.68997,               0.518,             0.58899,             0.34253,            0.038257,            0.028853,           0.0078105,            0.004456,            0.004456,            0.004456
                  86,            0.030946,            0.019578,           0.0030733,             0.69171,             0.51743,             0.59003,             0.34305,            0.038238,             0.02886,            0.007821,             0.00439,             0.00439,             0.00439
                  87,            0.030794,            0.019642,           0.0030776,             0.69403,             0.51659,             0.59025,             0.34326,             0.03822,            0.028864,           0.0078294,            0.004324,            0.004324,            0.004324
                  88,            0.030651,            0.019562,           0.0031049,              0.6948,              0.5166,             0.59067,             0.34327,            0.038217,            0.028898,           0.0078177,            0.004258,            0.004258,            0.004258
                  89,            0.030663,            0.019452,           0.0030204,             0.69408,             0.51619,             0.59046,              0.3436,            0.038194,            0.028894,           0.0078193,            0.004192,            0.004192,            0.004192
                  90,             0.03046,            0.019513,           0.0029549,             0.69008,             0.51814,             0.58998,             0.34379,            0.038167,            0.028883,           0.0078178,            0.004126,            0.004126,            0.004126
                  91,             0.03068,            0.019347,           0.0029983,             0.68929,             0.52015,               0.591,              0.3444,            0.038152,            0.028897,           0.0078193,             0.00406,             0.00406,             0.00406
                  92,            0.030562,            0.019572,           0.0030161,             0.68818,             0.51883,             0.59037,             0.34461,            0.038146,            0.028904,           0.0078195,            0.003994,            0.003994,            0.003994
                  93,            0.030412,            0.019382,           0.0029535,             0.68911,              0.5208,             0.59114,             0.34484,            0.038136,            0.028916,           0.0078197,            0.003928,            0.003928,            0.003928
                  94,            0.030438,            0.019507,           0.0029525,             0.68934,             0.52177,              0.5914,              0.3455,            0.038116,            0.028909,           0.0078339,            0.003862,            0.003862,            0.003862
                  95,            0.030126,            0.019382,           0.0028949,              0.6856,             0.52172,             0.59149,             0.34555,            0.038103,            0.028918,           0.0078435,            0.003796,            0.003796,            0.003796
                  96,             0.03014,            0.019297,           0.0029035,              0.6862,             0.52121,             0.59086,             0.34571,            0.038095,            0.028928,           0.0078598,             0.00373,             0.00373,             0.00373
                  97,            0.029965,            0.019166,           0.0029071,             0.68289,             0.52204,             0.59032,             0.34556,            0.038071,            0.028939,           0.0078626,            0.003664,            0.003664,            0.003664
                  98,            0.029869,            0.019185,           0.0029887,             0.68223,             0.52397,             0.59081,             0.34559,            0.038052,            0.028971,            0.007856,            0.003598,            0.003598,            0.003598
                  99,            0.030161,             0.01931,           0.0028315,             0.67993,             0.52482,             0.59143,             0.34636,            0.038039,             0.02899,           0.0078467,            0.003532,            0.003532,            0.003532
                 100,            0.029706,            0.019113,           0.0028578,             0.68092,             0.52554,             0.59169,             0.34657,            0.038043,            0.028996,           0.0078483,            0.003466,            0.003466,            0.003466
                 101,            0.029837,            0.019206,           0.0027883,             0.67796,              0.5262,             0.59154,              0.3467,            0.038052,            0.029035,           0.0078466,              0.0034,              0.0034,              0.0034
                 102,            0.029993,            0.018967,           0.0028178,             0.67744,             0.52699,              0.5915,             0.34652,            0.038055,            0.029041,           0.0078594,            0.003334,            0.003334,            0.003334
                 103,            0.029637,            0.019032,           0.0027579,             0.67858,             0.52579,             0.59116,             0.34686,            0.038054,            0.029037,           0.0078777,            0.003268,            0.003268,            0.003268
                 104,            0.029633,            0.019125,           0.0028233,             0.67884,             0.52638,             0.59102,             0.34678,            0.038056,             0.02905,           0.0078875,            0.003202,            0.003202,            0.003202
                 105,            0.029388,             0.01902,           0.0028418,              0.6826,             0.52447,             0.59116,             0.34675,            0.038054,            0.029056,           0.0078968,            0.003136,            0.003136,            0.003136
                 106,            0.029551,             0.01892,           0.0027626,             0.68306,             0.52421,             0.59134,             0.34668,            0.038037,            0.029047,           0.0078984,             0.00307,             0.00307,             0.00307
                 107,            0.029545,            0.018896,           0.0026214,             0.68239,             0.52525,              0.5921,             0.34669,            0.037998,             0.02905,           0.0078983,            0.003004,            0.003004,            0.003004
                 108,            0.029337,             0.01894,           0.0027368,             0.67548,             0.52938,             0.59208,             0.34707,            0.037967,            0.029065,           0.0079082,            0.002938,            0.002938,            0.002938
                 109,            0.029375,            0.018896,           0.0026373,             0.67562,             0.52845,             0.59276,             0.34734,            0.037923,             0.02905,           0.0079049,            0.002872,            0.002872,            0.002872
                 110,            0.029242,            0.018918,           0.0026031,             0.67591,             0.52794,             0.59319,             0.34749,            0.037882,             0.02907,           0.0079067,            0.002806,            0.002806,            0.002806
                 111,            0.029213,            0.018677,           0.0026185,             0.67103,             0.53252,             0.59359,             0.34757,            0.037843,            0.029074,           0.0079034,             0.00274,             0.00274,             0.00274
                 112,            0.029103,            0.018803,           0.0027917,             0.67121,             0.53194,             0.59442,             0.34842,            0.037806,            0.029084,           0.0078936,            0.002674,            0.002674,            0.002674
                 113,             0.02888,            0.018672,            0.002562,             0.67413,             0.52973,             0.59417,             0.34861,            0.037776,            0.029097,            0.007903,            0.002608,            0.002608,            0.002608
                 114,            0.028931,            0.018792,           0.0026182,             0.67132,             0.53105,             0.59475,             0.34845,            0.037767,             0.02911,           0.0079084,            0.002542,            0.002542,            0.002542
                 115,            0.028777,             0.01885,           0.0025939,             0.67229,             0.52948,              0.5944,             0.34837,             0.03776,             0.02914,           0.0079175,            0.002476,            0.002476,            0.002476
                 116,            0.028577,            0.018722,           0.0025414,             0.66531,             0.53623,             0.59447,             0.34846,            0.037749,            0.029186,           0.0079187,             0.00241,             0.00241,             0.00241
                 117,            0.028514,            0.018606,           0.0025656,             0.66348,             0.53674,             0.59445,             0.34855,            0.037772,            0.029223,           0.0079185,            0.002344,            0.002344,            0.002344
                 118,            0.028511,             0.01845,           0.0026014,             0.66268,             0.53778,             0.59469,              0.3485,            0.037772,             0.02925,           0.0079219,            0.002278,            0.002278,            0.002278
                 119,            0.028417,            0.018439,           0.0025597,             0.66121,             0.53826,             0.59459,             0.34897,            0.037766,            0.029263,           0.0079171,            0.002212,            0.002212,            0.002212
                 120,            0.028506,            0.018361,           0.0024576,             0.65959,             0.53916,             0.59443,             0.34915,            0.037775,            0.029295,           0.0079189,            0.002146,            0.002146,            0.002146
                 121,            0.028523,            0.018644,            0.002484,             0.65464,             0.54392,             0.59449,             0.34906,            0.037768,            0.029315,            0.007919,             0.00208,             0.00208,             0.00208
                 122,            0.028602,             0.01869,           0.0024552,             0.65304,             0.54464,             0.59435,             0.34932,            0.037771,            0.029324,           0.0079236,            0.002014,            0.002014,            0.002014
                 123,            0.028114,            0.018248,           0.0025073,             0.65369,             0.54585,              0.5947,             0.34947,             0.03779,            0.029335,           0.0079329,            0.001948,            0.001948,            0.001948
                 124,            0.028316,            0.018444,           0.0024326,              0.6533,             0.54548,             0.59432,             0.34918,             0.03779,            0.029348,            0.007938,            0.001882,            0.001882,            0.001882
                 125,            0.028251,            0.018457,           0.0024637,             0.65341,             0.54546,              0.5941,             0.34926,            0.037789,            0.029371,           0.0079441,            0.001816,            0.001816,            0.001816
                 126,             0.02807,            0.018286,           0.0024553,             0.65697,             0.54347,             0.59445,             0.34937,            0.037793,            0.029385,           0.0079511,             0.00175,             0.00175,             0.00175
                 127,            0.027982,            0.018144,           0.0023326,             0.65745,              0.5433,             0.59393,             0.34929,            0.037814,            0.029432,           0.0079607,            0.001684,            0.001684,            0.001684
                 128,            0.028127,            0.018212,           0.0023954,             0.65689,             0.54266,             0.59462,             0.34923,            0.037829,            0.029473,           0.0079708,            0.001618,            0.001618,            0.001618
                 129,            0.027694,            0.018137,            0.002364,             0.65789,             0.54101,             0.59425,             0.34957,             0.03783,            0.029486,           0.0079692,            0.001552,            0.001552,            0.001552
                 130,            0.027652,            0.018089,           0.0023658,             0.65938,             0.54037,             0.59423,              0.3497,            0.037844,             0.02952,           0.0079761,            0.001486,            0.001486,            0.001486
                 131,            0.027722,            0.018033,           0.0022804,             0.65862,              0.5421,             0.59392,             0.34961,             0.03786,            0.029561,           0.0079857,             0.00142,             0.00142,             0.00142
                 132,            0.027514,            0.018129,           0.0023643,             0.65812,             0.54312,              0.5939,             0.34985,            0.037853,            0.029593,            0.007991,            0.001354,            0.001354,            0.001354
                 133,            0.027468,            0.018083,           0.0022456,             0.65562,             0.54421,             0.59428,             0.34995,            0.037852,            0.029624,           0.0079994,            0.001288,            0.001288,            0.001288
                 134,            0.027424,            0.018105,            0.002275,             0.65704,             0.54556,             0.59463,             0.34988,            0.037862,            0.029668,           0.0080053,            0.001222,            0.001222,            0.001222
                 135,            0.027163,            0.017691,           0.0022748,             0.65738,             0.54764,             0.59504,             0.34973,            0.037852,            0.029669,           0.0080079,            0.001156,            0.001156,            0.001156
                 136,            0.026968,            0.017717,           0.0023763,             0.65755,             0.54652,             0.59484,             0.34976,            0.037863,            0.029714,           0.0080145,             0.00109,             0.00109,             0.00109
                 137,             0.02717,            0.017745,            0.002255,              0.6559,             0.54801,             0.59484,             0.34973,            0.037866,            0.029755,           0.0080196,            0.001024,            0.001024,            0.001024
                 138,            0.026923,            0.017681,           0.0021615,              0.6554,             0.54853,             0.59426,             0.34969,            0.037875,            0.029798,           0.0080264,            0.000958,            0.000958,            0.000958
                 139,            0.026832,            0.017641,           0.0021949,             0.65444,             0.54728,             0.59327,             0.34976,            0.037874,            0.029833,           0.0080308,            0.000892,            0.000892,            0.000892
                 140,            0.026867,            0.017705,           0.0021308,              0.6562,             0.54647,             0.59342,             0.34937,             0.03789,            0.029881,            0.008042,            0.000826,            0.000826,            0.000826
                 141,            0.026871,            0.017793,           0.0021132,              0.6564,             0.54648,             0.59288,             0.34961,            0.037901,            0.029936,           0.0080485,             0.00076,             0.00076,             0.00076
                 142,            0.026658,            0.017775,           0.0020305,             0.65701,             0.54578,             0.59295,             0.34982,              0.0379,            0.029982,           0.0080507,            0.000694,            0.000694,            0.000694
                 143,            0.026614,            0.017489,            0.002168,             0.65502,             0.54503,             0.59249,             0.34979,            0.037912,            0.030037,           0.0080579,            0.000628,            0.000628,            0.000628
                 144,            0.026528,             0.01754,           0.0021561,             0.65177,             0.54473,             0.59189,             0.34945,            0.037917,            0.030106,           0.0080688,            0.000562,            0.000562,            0.000562
                 145,            0.026261,            0.017501,           0.0020598,             0.65211,             0.54548,             0.59149,             0.34939,            0.037928,            0.030151,           0.0080776,            0.000496,            0.000496,            0.000496
                 146,            0.026271,            0.017338,           0.0020747,             0.65397,             0.54415,             0.59158,             0.34896,            0.037937,            0.030198,           0.0080832,             0.00043,             0.00043,             0.00043
                 147,            0.026291,            0.017263,           0.0020663,             0.65451,             0.54385,             0.59093,              0.3489,             0.03793,            0.030225,           0.0080821,            0.000364,            0.000364,            0.000364
                 148,            0.026293,            0.017475,           0.0020633,              0.6581,              0.5428,             0.59118,             0.34886,            0.037926,            0.030241,           0.0080904,            0.000298,            0.000298,            0.000298
                 149,            0.026169,            0.017358,           0.0020377,             0.66053,             0.54171,             0.59097,              0.3487,            0.037923,            0.030265,           0.0080958,            0.000232,            0.000232,            0.000232
