               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  11,            0.040622,            0.023542,           0.0060399,              0.6194,             0.52896,             0.55664,             0.29189,            0.043534,            0.021544,           0.0085703,            0.009505,            0.009505,            0.009505
                  12,            0.040137,            0.023383,           0.0057209,             0.65383,             0.51662,             0.56179,             0.30419,            0.043581,            0.022531,           0.0083679,           0.0094555,           0.0094555,           0.0094555
                  13,            0.039658,            0.023308,           0.0056363,             0.61247,             0.51822,             0.54592,             0.30254,            0.042594,            0.022599,           0.0083826,            0.009406,            0.009406,            0.009406
                  14,            0.039313,            0.023191,           0.0054055,             0.66371,             0.51588,             0.57155,             0.31463,            0.043701,            0.022946,           0.0071496,           0.0093565,           0.0093565,           0.0093565
                  15,            0.038864,             0.02267,           0.0053695,             0.68667,             0.50223,             0.55932,             0.30871,            0.044253,            0.024563,            0.007589,            0.009307,            0.009307,            0.009307
                  16,            0.038433,            0.022727,           0.0053055,             0.61348,             0.51778,             0.55137,             0.30825,            0.043047,            0.024306,           0.0074487,           0.0092575,           0.0092575,           0.0092575
                  17,            0.038297,            0.022865,           0.0052095,             0.69467,             0.50187,             0.57834,             0.32499,            0.042999,            0.023462,           0.0072428,            0.009208,            0.009208,            0.009208
                  18,            0.038125,            0.022633,           0.0050601,             0.67449,             0.51594,             0.57966,             0.32873,            0.042092,            0.023842,           0.0080395,           0.0091585,           0.0091585,           0.0091585
                  19,             0.03782,            0.022573,           0.0050817,             0.70081,              0.5168,             0.58436,             0.32856,            0.043269,            0.023675,           0.0077723,            0.009109,            0.009109,            0.009109
                  20,            0.037591,            0.022429,           0.0049405,              0.7237,             0.51092,             0.58839,             0.33218,            0.042822,            0.024021,           0.0071673,           0.0090595,           0.0090595,           0.0090595
                  21,             0.03725,            0.022246,           0.0049124,             0.66882,             0.53681,             0.59202,             0.33983,            0.041932,            0.022697,           0.0071879,             0.00901,             0.00901,             0.00901
                  22,            0.037059,            0.021968,           0.0048282,             0.71106,             0.54106,             0.60977,             0.34796,             0.04065,            0.022516,           0.0070469,           0.0089605,           0.0089605,           0.0089605
                  23,             0.03669,            0.021976,           0.0047095,             0.71672,             0.53966,             0.61063,              0.3502,            0.040972,             0.02213,           0.0076098,            0.008911,            0.008911,            0.008911
                  24,            0.036792,            0.022139,           0.0046573,             0.70061,             0.53547,             0.59811,             0.34212,             0.04086,            0.023137,           0.0073667,           0.0088615,           0.0088615,           0.0088615
                  25,            0.036492,            0.021877,           0.0046097,             0.72386,             0.53195,              0.6025,             0.34931,            0.040953,            0.022936,           0.0069359,            0.008812,            0.008812,            0.008812
                  26,            0.036151,            0.022095,           0.0045974,             0.72079,             0.52764,             0.60038,             0.34975,            0.040751,            0.023654,           0.0072514,           0.0087625,           0.0087625,           0.0087625
                  27,            0.036063,            0.021781,            0.004585,             0.73184,             0.56421,             0.63237,             0.36475,            0.039752,            0.021328,           0.0069791,            0.008713,            0.008713,            0.008713
                  28,            0.035994,             0.02177,           0.0045605,             0.71751,             0.55259,             0.62066,             0.35673,            0.040341,            0.022067,           0.0068187,           0.0086635,           0.0086635,           0.0086635
                  29,            0.035808,            0.021623,           0.0045019,             0.73772,              0.5524,             0.62914,             0.36884,            0.039255,            0.021989,           0.0073997,            0.008614,            0.008614,            0.008614
                  30,            0.035475,            0.021401,           0.0043883,             0.73638,             0.55278,             0.62809,             0.36825,            0.039597,            0.022921,           0.0069733,           0.0085645,           0.0085645,           0.0085645
                  31,             0.03569,            0.021731,           0.0043182,              0.7288,              0.5226,             0.61153,             0.35816,            0.040216,            0.023407,           0.0070522,            0.008515,            0.008515,            0.008515
                  32,            0.035255,            0.021573,           0.0043298,             0.74985,             0.52568,             0.62108,             0.36178,            0.040141,            0.022498,           0.0069214,           0.0084655,           0.0084655,           0.0084655
                  33,            0.035421,            0.021615,           0.0042923,             0.72216,             0.53912,             0.62336,              0.3658,            0.040079,            0.022266,           0.0067542,            0.008416,            0.008416,            0.008416
                  34,            0.035275,            0.021406,           0.0042364,             0.70994,             0.55745,             0.62474,             0.36847,            0.039419,            0.022822,            0.006844,           0.0083665,           0.0083665,           0.0083665
                  35,            0.034995,            0.021596,           0.0043138,             0.70533,             0.55192,             0.62434,             0.36825,            0.039619,            0.023035,           0.0070492,            0.008317,            0.008317,            0.008317
                  36,            0.034787,            0.021421,            0.004281,             0.72051,             0.54491,             0.63037,               0.373,            0.039358,            0.022641,           0.0067841,           0.0082675,           0.0082675,           0.0082675
                  37,            0.034854,            0.021383,           0.0040673,               0.704,             0.55714,             0.62958,             0.37311,            0.039256,            0.022303,            0.006932,            0.008218,            0.008218,            0.008218
                  38,            0.034569,            0.020972,           0.0041591,             0.71173,             0.55746,             0.63636,             0.37692,            0.038776,            0.022385,           0.0069168,           0.0081685,           0.0081685,           0.0081685
                  39,            0.034667,            0.021201,           0.0041412,             0.70338,             0.55371,             0.63134,             0.37393,              0.0388,            0.022848,           0.0067347,            0.008119,            0.008119,            0.008119
                  40,            0.034378,            0.021037,           0.0040599,             0.70183,             0.54744,              0.6282,             0.37302,            0.038909,            0.022892,           0.0067939,           0.0080695,           0.0080695,           0.0080695
                  41,            0.034332,            0.021041,           0.0040504,              0.6817,             0.55165,             0.62283,             0.37135,            0.039313,            0.023106,           0.0067709,             0.00802,             0.00802,             0.00802
                  42,            0.034463,            0.021062,           0.0040337,             0.70871,             0.55556,             0.63277,             0.37685,            0.038919,            0.022608,            0.006866,           0.0079705,           0.0079705,           0.0079705
                  43,            0.034265,            0.020994,           0.0040498,             0.73233,             0.55944,              0.6441,             0.38404,            0.038645,            0.022198,           0.0068973,            0.007921,            0.007921,            0.007921
                  44,            0.033991,            0.020856,            0.003942,             0.71902,             0.56624,             0.64396,             0.38549,            0.038398,            0.022151,           0.0069202,           0.0078715,           0.0078715,           0.0078715
                  45,            0.033743,            0.020821,           0.0038901,             0.71727,             0.56056,             0.64008,              0.3822,            0.038651,            0.022182,           0.0069115,            0.007822,            0.007822,            0.007822
                  46,            0.033828,            0.020869,           0.0039327,             0.71774,             0.55796,             0.64097,             0.38353,            0.038745,            0.022115,           0.0068679,           0.0077725,           0.0077725,           0.0077725
                  47,            0.033964,            0.020787,           0.0039069,             0.70791,             0.56006,              0.6422,             0.38438,            0.038646,            0.022192,           0.0068267,            0.007723,            0.007723,            0.007723
                  48,            0.033952,            0.020683,           0.0038879,             0.71439,             0.56183,             0.64705,             0.38785,            0.038421,             0.02191,           0.0066684,           0.0076735,           0.0076735,           0.0076735
                  49,            0.033807,            0.020622,           0.0037528,             0.73303,             0.54936,             0.64456,             0.38701,            0.038417,            0.022162,           0.0066599,            0.007624,            0.007624,            0.007624
                  50,            0.033673,            0.020798,           0.0038198,             0.73572,             0.55102,             0.64374,             0.38669,            0.038373,            0.022141,           0.0066704,           0.0075745,           0.0075745,           0.0075745
                  51,            0.033581,            0.020919,           0.0037313,              0.7307,             0.55107,             0.64167,             0.38598,             0.03842,            0.022338,           0.0066853,            0.007525,            0.007525,            0.007525
                  52,            0.033505,            0.020757,           0.0037497,             0.74408,             0.54637,             0.64337,             0.38742,            0.038339,            0.022384,           0.0066945,           0.0074755,           0.0074755,           0.0074755
                  53,            0.033414,            0.020582,           0.0037933,             0.73449,             0.55415,             0.64437,             0.38736,            0.038282,              0.0224,           0.0066565,            0.007426,            0.007426,            0.007426
                  54,             0.03322,            0.020538,           0.0037929,             0.73853,             0.55223,             0.64534,             0.38886,            0.038168,            0.022398,           0.0066215,           0.0073765,           0.0073765,           0.0073765
                  55,            0.033167,            0.020692,           0.0037085,             0.73056,             0.56024,             0.64634,             0.38966,            0.038079,            0.022362,           0.0066135,            0.007327,            0.007327,            0.007327
                  56,            0.033103,             0.02055,           0.0036257,             0.72371,             0.56553,             0.64841,             0.39105,            0.037904,            0.022316,           0.0066515,           0.0072775,           0.0072775,           0.0072775
                  57,            0.032995,            0.020326,           0.0036459,              0.7217,             0.56812,             0.64914,             0.39151,            0.037806,            0.022291,           0.0066115,            0.007228,            0.007228,            0.007228
                  58,            0.033043,             0.02037,           0.0036025,             0.72442,             0.56474,             0.64871,             0.39164,            0.037757,            0.022265,           0.0065888,           0.0071785,           0.0071785,           0.0071785
                  59,            0.033002,            0.020678,           0.0036285,             0.72589,             0.56519,             0.64939,              0.3928,            0.037679,            0.022289,           0.0065934,            0.007129,            0.007129,            0.007129
                  60,            0.032766,            0.020511,           0.0036524,             0.72691,             0.56321,              0.6503,             0.39315,            0.037633,            0.022322,           0.0065853,           0.0070795,           0.0070795,           0.0070795
                  61,            0.032855,             0.02031,           0.0037145,             0.72965,             0.56027,             0.65016,             0.39343,            0.037608,            0.022275,           0.0065376,             0.00703,             0.00703,             0.00703
                  62,            0.032675,            0.020508,           0.0035871,             0.73503,             0.55938,             0.65028,             0.39374,            0.037601,            0.022289,           0.0065121,           0.0069805,           0.0069805,           0.0069805
                  63,            0.032836,            0.020467,           0.0035241,             0.72656,             0.56438,             0.65094,             0.39413,            0.037601,            0.022317,           0.0064904,            0.006931,            0.006931,            0.006931
                  64,            0.032634,             0.02016,           0.0035852,             0.72749,             0.56462,             0.65114,             0.39513,            0.037567,            0.022281,           0.0064666,           0.0068815,           0.0068815,           0.0068815
                  65,            0.032714,            0.020394,           0.0036068,             0.72595,             0.56599,             0.65185,             0.39536,            0.037527,            0.022256,           0.0064491,            0.006832,            0.006832,            0.006832
                  66,            0.032538,            0.020389,           0.0035838,             0.72343,             0.56665,             0.65304,             0.39647,            0.037482,            0.022199,           0.0064223,           0.0067825,           0.0067825,           0.0067825
                  67,            0.032533,            0.020299,           0.0034623,              0.7243,             0.56567,             0.65298,             0.39672,            0.037483,              0.0222,           0.0064172,            0.006733,            0.006733,            0.006733
                  68,            0.032236,            0.020209,           0.0034747,             0.72712,             0.56463,             0.65315,             0.39699,            0.037456,            0.022178,           0.0064145,           0.0066835,           0.0066835,           0.0066835
                  69,            0.032295,            0.019976,           0.0034012,             0.72743,             0.56462,             0.65367,              0.3977,            0.037429,            0.022173,           0.0064043,            0.006634,            0.006634,            0.006634
                  70,            0.032153,             0.02014,           0.0034245,             0.73316,             0.56207,             0.65441,              0.3982,            0.037383,            0.022137,           0.0063821,           0.0065845,           0.0065845,           0.0065845
                  71,            0.032127,            0.020204,           0.0034825,             0.73331,               0.565,             0.65615,             0.39938,            0.037354,            0.022115,           0.0063555,            0.006535,            0.006535,            0.006535
                  72,            0.032292,            0.020269,           0.0034731,             0.73628,             0.56332,             0.65708,             0.39981,            0.037326,            0.022086,           0.0063432,           0.0064855,           0.0064855,           0.0064855
                  73,            0.032295,            0.020309,           0.0034811,             0.73839,              0.5632,             0.65774,              0.4004,            0.037301,            0.022057,           0.0063319,            0.006436,            0.006436,            0.006436
                  74,            0.032233,            0.019984,           0.0034427,             0.74132,             0.56132,              0.6573,             0.40055,            0.037281,            0.022056,           0.0063199,           0.0063865,           0.0063865,           0.0063865
                  75,            0.031795,            0.019902,           0.0033674,             0.74427,               0.562,             0.65821,             0.40075,            0.037256,            0.022032,            0.006311,            0.006337,            0.006337,            0.006337
                  76,            0.032035,             0.02002,           0.0033359,             0.74783,             0.56148,             0.65843,             0.40093,            0.037245,            0.022002,           0.0063029,           0.0062875,           0.0062875,           0.0062875
                  77,            0.031735,            0.020007,           0.0033773,             0.75041,             0.56069,             0.65898,             0.40138,            0.037234,            0.021979,           0.0062963,            0.006238,            0.006238,            0.006238
                  78,            0.031764,            0.019976,           0.0033172,             0.75325,             0.56141,              0.6595,             0.40188,            0.037215,            0.021962,           0.0062828,           0.0061885,           0.0061885,           0.0061885
                  79,            0.031888,            0.020182,           0.0033864,             0.75174,             0.56243,             0.66017,             0.40206,            0.037208,            0.021947,           0.0062749,            0.006139,            0.006139,            0.006139
                  80,             0.03181,            0.019967,           0.0032495,             0.75137,              0.5626,             0.66077,             0.40217,            0.037204,            0.021933,            0.006266,           0.0060895,           0.0060895,           0.0060895
                  81,            0.031533,            0.019728,           0.0031805,             0.75017,              0.5633,             0.66117,             0.40233,            0.037193,            0.021918,           0.0062672,             0.00604,             0.00604,             0.00604
                  82,            0.031691,            0.019921,           0.0032753,             0.75132,             0.56412,             0.66201,             0.40319,            0.037157,            0.021873,           0.0062551,           0.0059905,           0.0059905,           0.0059905
                  83,            0.031455,            0.019759,           0.0033169,             0.75279,               0.564,             0.66265,             0.40323,            0.037153,            0.021889,           0.0062432,            0.005941,            0.005941,            0.005941
                  84,            0.031392,            0.019782,           0.0032093,             0.75367,             0.56281,             0.66263,             0.40356,             0.03712,            0.021864,           0.0062381,           0.0058915,           0.0058915,           0.0058915
                  85,            0.031469,            0.019764,           0.0031641,              0.7557,             0.56224,             0.66305,             0.40401,            0.037108,            0.021854,           0.0062369,            0.005842,            0.005842,            0.005842
                  86,            0.031495,             0.01976,           0.0031702,             0.75665,             0.56249,             0.66404,             0.40455,            0.037067,            0.021813,            0.006232,           0.0057925,           0.0057925,           0.0057925
                  87,             0.03133,            0.019834,           0.0032298,              0.7568,             0.56275,             0.66484,              0.4051,            0.037046,            0.021796,           0.0062303,            0.005743,            0.005743,            0.005743
                  88,            0.031311,            0.019779,           0.0032227,             0.75726,             0.56373,             0.66541,             0.40513,            0.037037,              0.0218,           0.0062267,           0.0056935,           0.0056935,           0.0056935
                  89,            0.031192,            0.019622,           0.0032037,             0.75706,              0.5648,              0.6664,             0.40569,            0.037015,             0.02178,           0.0062272,            0.005644,            0.005644,            0.005644
                  90,            0.031156,            0.019738,           0.0031095,             0.75631,             0.56397,             0.66593,              0.4059,               0.037,            0.021782,           0.0062203,           0.0055945,           0.0055945,           0.0055945
                  91,            0.031247,            0.019536,           0.0031382,             0.75523,             0.56501,             0.66639,             0.40583,            0.036981,            0.021779,           0.0062167,            0.005545,            0.005545,            0.005545
                  92,             0.03115,            0.019779,           0.0031399,             0.75555,             0.56609,             0.66708,             0.40618,            0.036962,            0.021756,           0.0062076,           0.0054955,           0.0054955,           0.0054955
                  93,            0.031073,            0.019601,           0.0031101,             0.76038,             0.56518,             0.66807,             0.40672,            0.036941,            0.021733,           0.0062024,            0.005446,            0.005446,            0.005446
                  94,            0.031166,            0.019782,           0.0031035,             0.76228,             0.56452,             0.66818,             0.40746,            0.036924,            0.021694,           0.0061936,           0.0053965,           0.0053965,           0.0053965
                  95,            0.030805,            0.019607,           0.0030787,             0.76378,             0.56505,             0.66912,             0.40782,            0.036892,            0.021676,           0.0061839,            0.005347,            0.005347,            0.005347
                  96,            0.030861,            0.019554,           0.0030789,             0.76737,             0.56365,             0.66975,             0.40813,            0.036862,             0.02165,           0.0061722,           0.0052975,           0.0052975,           0.0052975
                  97,            0.030772,             0.01947,           0.0031118,             0.76712,             0.56529,             0.67057,             0.40878,             0.03682,            0.021627,           0.0061624,            0.005248,            0.005248,            0.005248
                  98,            0.030527,             0.01944,           0.0031618,             0.75994,             0.56955,             0.67086,             0.40938,            0.036792,            0.021601,           0.0061546,           0.0051985,           0.0051985,           0.0051985
                  99,            0.030826,            0.019597,           0.0030418,             0.75961,             0.57069,             0.67152,             0.40983,            0.036767,            0.021591,           0.0061491,            0.005149,            0.005149,            0.005149
                 100,            0.030484,            0.019377,           0.0030036,             0.76098,             0.57132,             0.67242,             0.41031,            0.036752,            0.021583,           0.0061464,           0.0050995,           0.0050995,           0.0050995
                 101,            0.030618,            0.019509,           0.0030008,             0.76066,              0.5716,             0.67278,             0.41066,            0.036731,            0.021575,           0.0061406,             0.00505,             0.00505,             0.00505
                 102,            0.030862,            0.019271,           0.0030608,             0.76191,             0.57192,             0.67292,             0.41126,            0.036705,            0.021556,           0.0061387,           0.0050005,           0.0050005,           0.0050005
                 103,            0.030411,            0.019342,           0.0030139,             0.76228,             0.57184,             0.67321,             0.41169,            0.036681,            0.021548,           0.0061347,            0.004951,            0.004951,            0.004951
                 104,            0.030426,            0.019398,           0.0030151,             0.75945,              0.5729,             0.67286,             0.41207,            0.036652,            0.021537,           0.0061244,           0.0049015,           0.0049015,           0.0049015
                 105,            0.030163,            0.019332,           0.0029686,             0.75692,             0.57522,             0.67386,             0.41258,            0.036634,            0.021536,           0.0061256,            0.004852,            0.004852,            0.004852
                 106,            0.030401,            0.019244,           0.0029639,             0.75629,              0.5752,             0.67368,             0.41295,            0.036603,            0.021518,           0.0061181,           0.0048025,           0.0048025,           0.0048025
                 107,            0.030507,            0.019232,           0.0028677,             0.75332,             0.57678,             0.67462,             0.41337,             0.03658,            0.021517,           0.0061132,            0.004753,            0.004753,            0.004753
                 108,            0.030237,            0.019241,           0.0028946,             0.75418,             0.57655,             0.67474,             0.41393,            0.036556,            0.021522,           0.0061217,           0.0047035,           0.0047035,           0.0047035
                 109,             0.03033,            0.019263,           0.0029346,             0.75158,              0.5793,             0.67555,             0.41483,            0.036523,            0.021511,           0.0061193,            0.004654,            0.004654,            0.004654
                 110,            0.030217,            0.019337,           0.0028242,             0.75046,             0.58082,             0.67594,              0.4151,            0.036498,            0.021502,           0.0061198,           0.0046045,           0.0046045,           0.0046045
                 111,            0.030162,            0.019069,            0.002902,             0.75173,             0.58162,             0.67664,             0.41534,            0.036479,            0.021501,           0.0061207,            0.004555,            0.004555,            0.004555
                 112,            0.030084,            0.019189,           0.0030358,              0.7561,             0.57763,             0.67721,             0.41574,             0.03646,            0.021477,           0.0061151,           0.0045055,           0.0045055,           0.0045055
                 113,            0.029838,            0.019056,           0.0028198,             0.75378,             0.57987,              0.6772,             0.41639,            0.036427,            0.021452,           0.0061116,            0.004456,            0.004456,            0.004456
                 114,            0.029915,             0.01919,           0.0028735,             0.75211,             0.58321,              0.6781,             0.41687,            0.036393,            0.021428,           0.0061067,           0.0044065,           0.0044065,           0.0044065
                 115,            0.029879,            0.019272,           0.0029085,             0.74759,             0.58531,             0.67831,             0.41746,            0.036355,             0.02139,           0.0060978,            0.004357,            0.004357,            0.004357
                 116,            0.029732,            0.019168,           0.0027842,             0.74455,             0.58763,             0.67849,              0.4179,            0.036333,            0.021385,           0.0060861,           0.0043075,           0.0043075,           0.0043075
                 117,            0.029599,            0.019044,           0.0028035,             0.74296,             0.58821,             0.67904,             0.41815,            0.036313,            0.021386,           0.0060879,            0.004258,            0.004258,            0.004258
                 118,            0.029594,            0.018931,           0.0028571,             0.74197,             0.59022,             0.67912,             0.41818,            0.036293,            0.021364,           0.0060813,           0.0042085,           0.0042085,           0.0042085
                 119,            0.029538,            0.018899,           0.0028362,             0.74272,             0.59037,             0.67948,             0.41897,            0.036278,            0.021331,           0.0060752,            0.004159,            0.004159,            0.004159
                 120,            0.029648,            0.018818,           0.0027059,             0.74039,             0.59008,             0.67957,             0.41926,            0.036263,             0.02133,           0.0060737,           0.0041095,           0.0041095,           0.0041095
                 121,            0.029714,            0.019165,           0.0027372,             0.73986,             0.59136,             0.68012,             0.41973,            0.036243,            0.021324,            0.006072,             0.00406,             0.00406,             0.00406
                 122,            0.029753,            0.019156,           0.0027587,             0.74458,             0.58982,             0.68061,             0.42032,            0.036222,            0.021311,           0.0060699,           0.0040105,           0.0040105,           0.0040105
                 123,            0.029294,            0.018775,            0.002813,             0.74539,              0.5901,             0.68177,             0.42036,            0.036204,            0.021318,           0.0060631,            0.003961,            0.003961,            0.003961
                 124,            0.029558,            0.018976,           0.0027269,             0.74575,             0.59052,             0.68228,             0.42088,             0.03617,            0.021296,           0.0060582,           0.0039115,           0.0039115,           0.0039115
                 125,            0.029575,            0.019027,           0.0028427,              0.7452,             0.59177,             0.68284,             0.42117,             0.03614,            0.021259,           0.0060465,            0.003862,            0.003862,            0.003862
                 126,            0.029365,             0.01884,           0.0027876,             0.74398,              0.5923,             0.68295,             0.42113,            0.036113,            0.021228,           0.0060365,           0.0038125,           0.0038125,           0.0038125
                 127,            0.029348,            0.018756,           0.0026516,             0.74258,             0.59366,             0.68297,             0.42144,            0.036091,            0.021213,           0.0060259,            0.003763,            0.003763,            0.003763
                 128,             0.02949,            0.018803,           0.0027277,              0.7432,             0.59459,             0.68347,             0.42206,            0.036059,            0.021196,           0.0060236,           0.0037135,           0.0037135,           0.0037135
                 129,            0.029004,            0.018682,           0.0026308,             0.74592,             0.59294,             0.68375,             0.42262,            0.036024,            0.021185,           0.0060167,            0.003664,            0.003664,            0.003664
                 130,            0.029057,            0.018683,           0.0026994,             0.74722,             0.59226,             0.68406,             0.42315,            0.035996,            0.021175,           0.0060187,           0.0036145,           0.0036145,           0.0036145
                 131,            0.029178,            0.018707,           0.0026346,             0.74671,             0.59271,             0.68438,              0.4236,             0.03596,            0.021164,           0.0060138,            0.003565,            0.003565,            0.003565
                 132,            0.028963,            0.018717,           0.0027641,             0.74163,             0.59595,             0.68494,             0.42411,             0.03592,            0.021137,           0.0060117,           0.0035155,           0.0035155,           0.0035155
                 133,            0.028946,            0.018734,           0.0026715,             0.73269,             0.60473,             0.68526,             0.42436,            0.035903,            0.021157,           0.0060062,            0.003466,            0.003466,            0.003466
                 134,            0.028919,            0.018738,           0.0026832,             0.73356,             0.60391,             0.68546,             0.42474,            0.035882,            0.021143,           0.0060001,           0.0034165,           0.0034165,           0.0034165
                 135,            0.028696,            0.018363,           0.0026114,             0.73721,             0.60164,             0.68601,             0.42533,            0.035869,            0.021129,           0.0059949,            0.003367,            0.003367,            0.003367
                 136,            0.028515,            0.018422,           0.0028175,             0.75083,             0.59228,             0.68625,             0.42564,            0.035856,            0.021138,           0.0059948,           0.0033175,           0.0033175,           0.0033175
                 137,             0.02879,            0.018482,            0.002568,             0.74159,             0.59943,             0.68657,             0.42587,            0.035833,            0.021144,           0.0059942,            0.003268,            0.003268,            0.003268
                 138,            0.028559,            0.018448,           0.0025678,             0.74033,             0.60231,             0.68673,             0.42638,            0.035814,            0.021139,           0.0060009,           0.0032185,           0.0032185,           0.0032185
                 139,            0.028489,            0.018441,           0.0026382,              0.7417,             0.60169,              0.6871,             0.42683,            0.035804,            0.021135,           0.0060034,            0.003169,            0.003169,            0.003169
                 140,            0.028512,            0.018445,           0.0025392,             0.73905,             0.60419,             0.68749,             0.42733,            0.035797,            0.021138,           0.0059993,           0.0031195,           0.0031195,           0.0031195
                 141,            0.028629,            0.018576,           0.0025573,             0.74587,             0.60041,             0.68766,             0.42735,            0.035799,            0.021133,           0.0060028,             0.00307,             0.00307,             0.00307
                 142,            0.028397,            0.018588,           0.0024744,             0.74118,             0.60495,             0.68853,             0.42763,            0.035779,            0.021129,           0.0060052,           0.0030205,           0.0030205,           0.0030205
                 143,             0.02833,            0.018315,            0.002596,             0.73961,             0.60672,              0.6889,             0.42834,             0.03576,            0.021128,           0.0060034,            0.002971,            0.002971,            0.002971
                 144,            0.028282,            0.018363,           0.0025785,             0.74344,             0.60449,             0.68876,             0.42828,            0.035739,            0.021139,            0.006001,           0.0029215,           0.0029215,           0.0029215
                 145,            0.028134,            0.018378,           0.0025127,             0.74429,             0.60362,             0.68924,             0.42853,            0.035724,            0.021138,           0.0060013,            0.002872,            0.002872,            0.002872
                 146,            0.028236,            0.018234,           0.0025136,             0.74337,             0.60624,             0.68948,             0.42873,            0.035705,            0.021137,           0.0059982,           0.0028225,           0.0028225,           0.0028225
                 147,            0.028182,            0.018165,           0.0025386,             0.75052,             0.60014,              0.6901,             0.42955,            0.035672,            0.021132,           0.0059997,            0.002773,            0.002773,            0.002773
                 148,            0.028221,            0.018371,            0.002545,              0.7521,             0.60032,             0.69117,             0.43003,             0.03565,            0.021115,           0.0059991,           0.0027235,           0.0027235,           0.0027235
                 149,            0.028147,            0.018318,           0.0024804,             0.74403,             0.60699,             0.69206,              0.4308,             0.03564,              0.0211,           0.0060014,            0.002674,            0.002674,            0.002674
                 150,            0.028061,            0.018322,           0.0024282,             0.74911,              0.6061,             0.69241,              0.4309,            0.035635,            0.021098,           0.0060071,           0.0026245,           0.0026245,           0.0026245
                 151,            0.027889,            0.018198,           0.0024393,             0.75032,             0.60559,              0.6927,             0.43122,            0.035619,            0.021097,           0.0060068,            0.002575,            0.002575,            0.002575
                 152,            0.027981,            0.018386,            0.002431,             0.75261,             0.60502,             0.69283,             0.43197,            0.035609,            0.021103,           0.0060046,           0.0025255,           0.0025255,           0.0025255
                 153,            0.027902,            0.018094,            0.002386,             0.75216,             0.60381,             0.69317,             0.43259,            0.035599,            0.021109,           0.0060011,            0.002476,            0.002476,            0.002476
                 154,            0.027719,            0.018279,           0.0024045,             0.75387,             0.60404,             0.69353,             0.43315,            0.035585,            0.021115,           0.0059951,           0.0024265,           0.0024265,           0.0024265
                 155,            0.027587,            0.018233,           0.0024769,             0.75881,             0.60256,             0.69373,             0.43353,            0.035573,            0.021134,           0.0059904,            0.002377,            0.002377,            0.002377
                 156,            0.027758,            0.017962,           0.0023551,             0.75947,             0.60296,             0.69416,             0.43382,            0.035566,            0.021135,           0.0059873,           0.0023275,           0.0023275,           0.0023275
                 157,            0.027483,            0.017912,           0.0023197,             0.75767,             0.60689,             0.69477,             0.43439,            0.035551,            0.021142,           0.0059808,            0.002278,            0.002278,            0.002278
                 158,            0.027654,            0.018105,           0.0024165,             0.76049,             0.60632,             0.69575,              0.4351,            0.035537,            0.021135,           0.0059788,           0.0022285,           0.0022285,           0.0022285
                 159,            0.027351,            0.018077,           0.0023793,             0.76185,             0.60667,             0.69668,             0.43503,             0.03553,             0.02114,           0.0059835,            0.002179,            0.002179,            0.002179
                 160,             0.02752,            0.018049,           0.0022963,             0.76061,             0.60787,              0.6973,              0.4355,            0.035525,            0.021152,           0.0059876,           0.0021295,           0.0021295,           0.0021295
